id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1447815379752949606,Private room in shared apartment,702422242,Qamer,,Stationsbuurt Zuid,51.03277,3.71869,Private room,27,5,0,,,1,25,0,
1448019066581844826,The best location in Ghent - top view SUITE!,21714502,Anna,,Binnenstad,51.05348944408893,3.724061446032718,Entire home/apt,136,1,5,2025-09-16,2.08,2,134,5,
1448673837367654903,Moderne studio in herenwoning,146662856,Sam,,Stationsbuurt Zuid,51.0281,3.70861,Entire home/apt,56,2,14,2025-08-31,4.83,1,288,14,
1448989274428760260,Modern 1BR & 1LR Apartment | 15-Min Walk to Rabot,651961264,Danesh,,Bloemekenswijk,51.06989,3.71014,Entire home/apt,85,1,4,2025-08-20,2.26,14,347,4,
1450154357140502557,Modern Gelijkvloers Appartement,110115587,Nelson,,Binnenstad,51.05786519999999,3.7268243,Entire home/apt,120,1,18,2025-09-22,6.51,5,177,18,
1452216036594795311,Kleurrijke flat in centrum Gent,5598751,Marie,,Macharius - Heirnis,51.04817,3.73947,Entire home/apt,188,2,0,,,1,114,0,
1454028569058814594,Affordable Sleek Room in a Vibrant Setting,651961264,Danesh,,Binnenstad,51.05272,3.72491,Private room,71,1,7,2025-08-19,2.56,14,299,7,
1454286677597330995,Charming Family house,11355709,Ineke,,Dampoort,51.05089191396047,3.750716596841812,Entire home/apt,,4,2,2025-08-17,1.07,1,95,2,
1455908993973398259,Gezellige rijwoning te Gent,83532391,Viktor,,Moscou - Vogelhoek,51.02675,3.75223,Entire home/apt,84,1,2,2025-08-18,1.28,1,315,2,
1456348003585485122,Wonderful central 2BR Ghent apt w/ view on Leie,474273752,Bart,,Binnenstad,51.0500944,3.7292419,Entire home/apt,97,1,128,2025-09-20,5.87,3,147,57,
1456402905013178179,Home with serene experience.,704825753,Justina,,Bloemekenswijk,51.075160799999985,3.7097199423278715,Private room,134,1,2,2025-08-17,0.72,2,363,2,
1456507114730771387,Gezellig zonnig rijhuis vlakbij Bourgoyen,312497589,Wouter,,Brugse Poort - Rooigem,51.06335,3.69327,Entire home/apt,138,2,1,2025-07-22,0.45,1,322,1,
1457045835938786685,Dock Suites for up to 5 people with bathroom,704848507,Aleydis Anna F,,Sluizeken - Tolhuis - Ham,51.0635108,3.7337828,Private room,120,1,9,2025-09-20,3.97,2,309,9,
1457299295398173983,Modern Flat – Top Location Ghent,703046753,Mathieu,,Binnenstad,51.05604,3.7296,Entire home/apt,101,1,14,2025-09-18,5.19,1,159,14,
1457926170406139857,Serenade suite,331340556,Mounaim,,Binnenstad,51.04895029903049,3.731009114964724,Private room,62,1,6,2025-08-24,3.40,7,89,6,
1459551624153622261,Stay in Gent – stijlvol & gezellig,705688621,Sylvie,,Oud Gentbrugge,51.043738886312575,3.7547109151737734,Entire home/apt,94,2,7,2025-09-21,3.39,1,80,7,
1459708185441419538,bateau Gent,562741243,Céline,,Drongen,51.041283434704766,3.6481948569417004,Entire home/apt,68,1,0,,,1,365,0,
1460894880663825757,La Piccola - Private Room with Hotel-Style Comfort,706083414,Dritan,,Elisabethbegijnhof - Papegaai,51.05197430759503,3.7190991010039145,Private room,150,1,4,2025-08-17,1.74,4,345,4,
1461009772287738472,Gezellig appartement met tuin,51821578,Yana,,Wondelgem,51.09530900371716,3.7133078117643596,Entire home/apt,88,2,0,,,1,359,0,
1461508923306015116,Tweepersoons appartement Gent,272821980,Jeroen,,Ledeberg,51.03426364745335,3.73859938837138,Entire home/apt,163,3,0,,,1,268,0,
1461602480302320844,Cosy 1-bed-room app. in Ghent,7961357,Yvette,,Binnenstad,51.043908700691716,3.730485626746276,Entire home/apt,81,3,6,2025-09-06,3.46,1,138,6,
1461663845221749251,Il Ponte – Private Room with Hotel-Style Comfort,706083414,Dritan,,Elisabethbegijnhof - Papegaai,51.05199,3.71967,Private room,150,1,1,2025-09-14,1,4,353,1,
1462199638890203872,Beli the rustic beautiful boat!,706458791,Jonas,,Binnenstad,51.03755109999999,3.7338735,Entire home/apt,80,1,5,2025-09-13,2.14,1,365,5,
1462488526884697733,Small studio close to station,296359297,Hubert En Clara,,Stationsbuurt Noord,51.03776721449656,3.7148059000000044,Entire home/apt,78,4,4,2025-09-24,1.94,2,212,4,
